__run_id,__done,sampling,llm,code,Time,TOTAL_DRAM_ENERGY (J),TOTAL_PACKAGE_ENERGY (J),TOTAL_PP0_ENERGY (J),TOTAL_PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,AVG_USED_MEMORY,AVG_USED_SWAP,TOTAL_ENERGY (J)
run_19_repetition_3,DONE,200,deepseek-coder,63,95.847,0,87950529.69,10573162.88,0,67221331968.0,8589930496.0,2017535953.164,275202048.0,4660.231
run_20_repetition_3,DONE,200,deepseek-coder,90,136.265,0,129239031.273,18606046.878,0,67221331968.0,8589930496.0,2013666722.296,275202048.0,7397.2
run_21_repetition_3,DONE,200,deepseek-coder,53,189.291,0,188019700.091,33113560.127,0,67221331968.0,8589930496.0,2014790547.983,275202048.0,10102.479
run_22_repetition_3,DONE,200,deepseek-coder,66,177.485,0,185452301.11,38802757.25,0,67221331968.0,8589930496.0,2010808513.512,275202048.0,9727.612
run_23_repetition_3,DONE,200,deepseek-coder,52,186.888,0,205048076.76,49198363.411,0,67221331968.0,8589930496.0,2022979527.111,275202048.0,10479.612
run_24_repetition_3,DONE,200,deepseek-coder,16,225.313,0,259350405.384,69602593.672,0,67221331968.0,8589930496.0,2134517222.582,275202048.0,10341.128
run_0_repetition_4,DONE,200,chatgpt,4,188.302,0,226687513.67,66443930.966,0,67221331968.0,8589930496.0,2029876837.531,275202048.0,10093.55
run_1_repetition_4,DONE,200,chatgpt,61,226.112,0,285166094.979,90862375.51,0,67221331968.0,8589930496.0,2037230809.102,275202048.0,12199.953
run_2_repetition_4,DONE,200,chatgpt,79,-1.0,0,93895906.283,79529708.706,0,67221331968.0,8589930496.0,2021988828.172,275202048.0,-1.0
run_3_repetition_4,DONE,200,chatgpt,63,130.866,0,6281486.563,63654424.835,0,67221331968.0,8589930496.0,2016869144.976,275202048.0,7129.669
run_4_repetition_4,DONE,200,chatgpt,90,130.665,0,11162202.602,67654335.098,0,67221331968.0,8589930496.0,2010713386.602,275202048.0,7085.272
run_5_repetition_4,DONE,200,chatgpt,53,187.293,0,24349076.346,103944119.699,0,67221331968.0,8589930496.0,2014079041.501,275202048.0,10043.513
run_6_repetition_4,DONE,200,chatgpt,66,213.902,0,39179994.29,128271236.072,0,67221331968.0,8589930496.0,2014836607.88,275202048.0,10450.561
run_7_repetition_4,DONE,200,chatgpt,52,184.69,0,43187477.47,118597172.892,0,67221331968.0,8589930496.0,2015367482.396,275202048.0,9233.023
run_8_repetition_4,DONE,200,chatgpt,16,232.913,0,66463254.302,159506107.165,0,67221331968.0,8589930496.0,2116212560.357,275202048.0,10501.269
run_9_repetition_4,DONE,200,gpt-4,61,95.447,0,31216812.136,68753870.321,0,67221331968.0,8589930496.0,2017654890.889,275202048.0,5151.444
run_10_repetition_4,DONE,200,gpt-4,79,181.488,0,66339075.326,136426049.953,0,67221331968.0,8589930496.0,2012680597.545,275202048.0,9746.844
run_11_repetition_4,DONE,200,gpt-4,63,156.478,0,64304485.999,123609543.04,0,67221331968.0,8589930496.0,2010556238.367,275202048.0,7586.524
run_12_repetition_4,DONE,200,gpt-4,90,150.071,0,67903827.162,123766075.253,0,67221331968.0,8589930496.0,2008811563.574,275202048.0,8250.874
run_13_repetition_4,DONE,200,gpt-4,53,186.691,0,93281049.737,161372769.956,0,67221331968.0,8589930496.0,2009820005.579,275202048.0,9970.465
run_14_repetition_4,DONE,200,gpt-4,66,177.488,0,97758017.071,161124939.255,0,67221331968.0,8589930496.0,2009278687.46,275202048.0,9702.981
run_15_repetition_4,DONE,200,gpt-4,52,181.688,0,109466518.59,172936484.252,0,67221331968.0,8589930496.0,2011302036.536,275202048.0,10255.223
run_16_repetition_4,DONE,200,gpt-4,16,186.697,0,122061313.361,185808460.902,0,67221331968.0,8589930496.0,2097604894.939,275202048.0,9534.888
run_17_repetition_4,DONE,200,deepseek-coder,4,184.092,0,129674098.839,191085264.47,0,67221331968.0,8589930496.0,2015352103.427,275202048.0,9938.372
run_18_repetition_4,DONE,200,deepseek-coder,61,221.31,0,168366233.716,240300578.807,0,67221331968.0,8589930496.0,2003988406.065,275202048.0,11979.696
run_19_repetition_4,DONE,200,deepseek-coder,63,79.84,0,64345830.196,89843960.364,0,67221331968.0,8589930496.0,2005227565.965,275202048.0,4319.104
run_20_repetition_4,DONE,200,deepseek-coder,90,137.269,0,114679410.024,157696749.798,0,67221331968.0,8589930496.0,2015734462.512,275202048.0,7405.01
run_21_repetition_4,DONE,200,deepseek-coder,53,179.287,0,157631077.553,212528432.244,0,67221331968.0,8589930496.0,2016869264.249,275202048.0,9573.933
run_22_repetition_4,DONE,200,deepseek-coder,66,177.689,0,165126436.318,218180314.942,0,67221331968.0,8589930496.0,2010123998.058,275202048.0,9718.637
run_23_repetition_4,DONE,200,deepseek-coder,52,183.287,0,179851125.317,233163228.728,0,67221331968.0,8589930496.0,2019738028.34,275202048.0,10347.935
run_24_repetition_4,DONE,200,deepseek-coder,16,195.895,0,202452258.177,108172151.254,0,67221331968.0,8589930496.0,2100492899.686,275202048.0,9851.161
run_0_repetition_5,DONE,200,chatgpt,4,184.087,0,199712225.361,8614332.271,0,67221331968.0,8589930496.0,2021287704.989,275202048.0,9899.448
run_1_repetition_5,DONE,200,chatgpt,61,241.12,0,275663855.727,23385636.683,0,67221331968.0,8589930496.0,2014689610.87,275202048.0,12965.425
run_2_repetition_5,DONE,200,chatgpt,79,213.714,0,256959831.644,31342447.221,0,67221331968.0,8589930496.0,2007208690.123,275202048.0,9821.976
run_3_repetition_5,DONE,200,chatgpt,63,131.664,0,164328927.529,24184265.833,0,67221331968.0,8589930496.0,2016959798.303,275202048.0,7148.905
run_4_repetition_5,DONE,200,chatgpt,90,131.065,0,168491144.408,28186596.975,0,67221331968.0,8589930496.0,2016099354.496,275202048.0,7075.296
run_5_repetition_5,DONE,200,chatgpt,53,-1.0,0,46947115.649,46474251.179,0,67221331968.0,8589930496.0,2021661588.386,275202048.0,-1.0
run_6_repetition_5,DONE,200,chatgpt,66,177.486,0,11838192.732,52431637.05,0,67221331968.0,8589930496.0,2012331142.767,275202048.0,9725.43
run_7_repetition_5,DONE,200,chatgpt,52,155.879,0,17851493.884,52385458.921,0,67221331968.0,8589930496.0,2019591811.77,275202048.0,8634.901
run_8_repetition_5,DONE,200,chatgpt,16,195.892,0,31867498.419,73763605.689,0,67221331968.0,8589930496.0,2108505264.408,275202048.0,9932.464
run_9_repetition_5,DONE,200,gpt-4,61,97.848,0,19862534.502,40186833.838,0,67221331968.0,8589930496.0,2022589383.69,275202048.0,5275.087
run_10_repetition_5,DONE,200,gpt-4,79,179.889,0,43476069.926,79635745.013,0,67221331968.0,8589930496.0,2025801903.023,275202048.0,9616.889
run_11_repetition_5,DONE,200,gpt-4,63,128.071,0,36564589.609,61454791.948,0,67221331968.0,8589930496.0,2024065394.044,275202048.0,7052.271
run_12_repetition_5,DONE,200,gpt-4,90,149.884,0,48801049.22,76968547.35,0,67221331968.0,8589930496.0,2015564708.644,275202048.0,8281.127
run_13_repetition_5,DONE,200,gpt-4,53,178.883,0,66534821.177,98858925.645,0,67221331968.0,8589930496.0,2003750930.286,275202048.0,9574.63
run_14_repetition_5,DONE,200,gpt-4,66,177.49,0,74968226.093,105687110.407,0,67221331968.0,8589930496.0,2006733334.461,275202048.0,9826.041
run_15_repetition_5,DONE,200,gpt-4,52,222.106,0,105774222.141,142344488.98,0,67221331968.0,8589930496.0,2018760991.309,275202048.0,11041.064
run_16_repetition_5,DONE,200,gpt-4,16,186.497,0,98792228.661,127920620.278,0,67221331968.0,8589930496.0,2085294373.824,275202048.0,9550.519
run_17_repetition_5,DONE,200,deepseek-coder,4,181.685,0,105371272.59,132327469.503,0,67221331968.0,8589930496.0,2007895267.305,275202048.0,9774.065
run_18_repetition_5,DONE,200,deepseek-coder,61,219.304,0,139388815.388,170084366.161,0,67221331968.0,8589930496.0,2005355831.49,275202048.0,11832.638
run_19_repetition_5,DONE,200,deepseek-coder,63,81.641,0,55526911.888,66439208.572,0,67221331968.0,8589930496.0,2007592820.137,275202048.0,4416.982
run_20_repetition_5,DONE,200,deepseek-coder,90,135.063,0,95909680.059,113212047.205,0,67221331968.0,8589930496.0,2010655697.111,275202048.0,7327.718
run_21_repetition_5,DONE,200,deepseek-coder,53,183.088,0,138091060.118,160249268.824,0,67221331968.0,8589930496.0,2006230935.032,275202048.0,9800.094
run_22_repetition_5,DONE,200,deepseek-coder,66,177.488,0,142907194.777,163020977.56,0,67221331968.0,8589930496.0,2024823164.112,275202048.0,9777.493
run_23_repetition_5,DONE,200,deepseek-coder,52,183.49,0,157289978.659,176670577.9,0,67221331968.0,8589930496.0,2027717272.096,275202048.0,10330.453
run_24_repetition_5,DONE,200,deepseek-coder,16,196.098,0,178330199.175,197470810.563,0,67221331968.0,8589930496.0,2125889460.921,275202048.0,9859.616
run_0_repetition_6,DONE,200,chatgpt,4,183.489,0,176295544.718,192738437.856,0,67221331968.0,8589930496.0,2020299282.385,275202048.0,9886.927
run_1_repetition_6,DONE,200,chatgpt,61,222.909,0,226726424.255,244810607.746,0,67221331968.0,8589930496.0,2003480847.599,275202048.0,12043.044
run_2_repetition_6,DONE,200,chatgpt,79,179.685,0,192890186.766,205965695.301,0,67221331968.0,8589930496.0,2014842174.578,275202048.0,9574.496
run_3_repetition_6,DONE,200,chatgpt,63,157.678,0,176398220.648,186724732.185,0,67221331968.0,8589930496.0,2019014184.182,275202048.0,7637.832
run_4_repetition_6,DONE,200,chatgpt,90,130.265,0,150857485.078,158547498.883,0,67221331968.0,8589930496.0,2015375911.988,275202048.0,7119.036
run_5_repetition_6,DONE,200,chatgpt,53,188.088,0,226064811.001,235841717.379,0,67221331968.0,8589930496.0,2013323281.393,275202048.0,10095.95
run_6_repetition_6,DONE,200,chatgpt,66,177.485,0,222497336.804,196528059.704,0,67221331968.0,8589930496.0,2019759955.222,275202048.0,9734.803
run_7_repetition_6,DONE,200,chatgpt,52,-1.0,0,155713715.525,3897762.73,0,67221331968.0,8589930496.0,2019992011.216,275202048.0,-1.0
run_8_repetition_6,DONE,200,chatgpt,16,195.893,0,7069892.86,12840565.737,0,67221331968.0,8589930496.0,2116740959.25,275202048.0,9871.31
run_9_repetition_6,DONE,200,gpt-4,61,117.261,0,9009084.692,11657310.889,0,67221331968.0,8589930496.0,2020670547.592,275202048.0,5623.958
run_10_repetition_6,DONE,200,gpt-4,79,215.701,0,25355510.872,28662085.921,0,67221331968.0,8589930496.0,2017825526.519,275202048.0,9975.118
run_11_repetition_6,DONE,200,gpt-4,63,131.862,0,21389649.697,22427823.228,0,67221331968.0,8589930496.0,2009416597.107,275202048.0,7132.548
run_12_repetition_6,DONE,200,gpt-4,90,152.276,0,30907889.17,31128366.703,0,67221331968.0,8589930496.0,2004343731.502,275202048.0,8378.216
run_13_repetition_6,DONE,200,gpt-4,53,178.287,0,44479752.549,43455493.983,0,67221331968.0,8589930496.0,2013276542.997,275202048.0,9528.609
run_14_repetition_6,DONE,200,gpt-4,66,178.686,0,53531685.647,51145460.01,0,67221331968.0,8589930496.0,2017667303.115,275202048.0,9778.554
run_15_repetition_6,DONE,200,gpt-4,52,181.288,0,63715172.688,59900526.461,0,67221331968.0,8589930496.0,2020256407.119,275202048.0,10201.316
run_16_repetition_6,DONE,200,gpt-4,16,186.494,0,75102136.725,69719985.727,0,67221331968.0,8589930496.0,2093105866.827,275202048.0,9549.74
run_17_repetition_6,DONE,200,deepseek-coder,4,180.49,0,81716873.27,75094497.174,0,67221331968.0,8589930496.0,2016859258.336,275202048.0,9721.039
run_18_repetition_6,DONE,200,deepseek-coder,61,217.106,0,110308660.365,100543308.006,0,67221331968.0,8589930496.0,2005557918.734,275202048.0,11726.383
run_19_repetition_6,DONE,200,deepseek-coder,63,79.638,0,43940015.851,39817324.928,0,67221331968.0,8589930496.0,2005741998.08,275202048.0,4316.876
run_20_repetition_6,DONE,200,deepseek-coder,90,135.868,0,79033796.012,71295052.006,0,67221331968.0,8589930496.0,2012413170.091,275202048.0,7361.634
run_21_repetition_6,DONE,200,deepseek-coder,53,182.488,0,114231252.642,102568946.478,0,67221331968.0,8589930496.0,2015567930.258,275202048.0,9775.55
run_22_repetition_6,DONE,200,deepseek-coder,66,177.484,0,120101878.478,107392320.493,0,67221331968.0,8589930496.0,2013171642.889,275202048.0,9729.455
run_23_repetition_6,DONE,200,deepseek-coder,52,182.288,0,132814014.051,118360981.411,0,67221331968.0,8589930496.0,2030214086.8,275202048.0,10296.35
run_24_repetition_6,DONE,200,deepseek-coder,16,195.898,0,152956974.511,135863540.452,0,67221331968.0,8589930496.0,2107291169.925,275202048.0,9892.592
run_0_repetition_7,DONE,200,chatgpt,4,183.891,0,153036438.4,135512235.646,0,67221331968.0,8589930496.0,2030928312.287,275202048.0,9901.493
run_1_repetition_7,DONE,200,chatgpt,61,221.508,0,196807871.762,173834112.584,0,67221331968.0,8589930496.0,2035910875.758,275202048.0,11960.097
run_2_repetition_7,DONE,200,chatgpt,79,216.906,0,205040865.136,180593275.563,0,67221331968.0,8589930496.0,2029877998.556,275202048.0,10015.015
